Date,Team,Tm.Id,RA_ROW,Opponent,Opp.Id,Month,Year,Game,Home,B2B,Opp.B2B,Diff,Win,PTS,FGM,FGA,3PM,3PA,FTM,FTA,ORB,TRB,Assists,Steals,Blocks,Turnovers,TotalFouls,Opp.ORB,Opp.Turnovers,Opp.FTA,Opp.FGA,Opp.PTS
11/3/2017,UTA,UTA43042,,TOR,TOR43042,11,2017,9,1,0,0,-9,0,100,35,80,8,23,22,24,10,33,11,9,5,13,25,5,16,28,71,109
11/5/2017,UTA,UTA43044,,HOU,HOU43044,11,2017,10,0,0,0,-27,0,110,38,88,13,34,21,24,8,33,22,7,3,13,18,5,20,21,81,137
11/7/2017,UTA,UTA43046,TRUE,PHI,PHI43046,11,2017,11,1,0,0,-7,0,97,30,99,9,39,28,35,14,45,15,14,6,12,23,8,22,30,81,104
11/10/2017,UTA,UTA43049,TRUE,MIA,MIA43049,11,2017,12,1,0,0,-10,0,74,25,74,5,21,19,22,4,40,12,10,7,17,20,7,19,18,77,84
11/11/2017,UTA,UTA43050,TRUE,BRK,BRK43050,11,2017,13,1,1,1,8,1,114,41,85,11,29,21,25,12,44,19,12,3,16,29,10,17,39,76,106
11/13/2017,UTA,UTA43052,TRUE,MIN,MIN43052,11,2017,14,1,0,0,-11,0,98,37,84,14,40,10,11,8,31,23,8,4,15,23,5,15,29,71,109
11/15/2017,UTA,UTA43054,TRUE,NYK,NYK43054,11,2017,15,0,0,0,-5,0,101,34,79,17,35,16,17,9,37,19,5,10,13,23,12,11,25,81,106
11/17/2017,UTA,UTA43056,TRUE,BRK,BRK43056,11,2017,16,0,0,0,-11,0,107,39,79,12,26,17,24,10,39,21,6,6,16,19,4,12,20,84,118
11/18/2017,UTA,UTA43057,TRUE,ORL,ORL43057,11,2017,17,0,1,0,40,1,125,47,98,14,34,17,18,14,54,31,10,4,10,19,11,16,23,81,85
11/20/2017,UTA,UTA43059,TRUE,PHI,PHI43059,11,2017,18,0,0,0,-21,0,86,30,85,9,28,17,19,7,34,18,16,4,14,19,9,19,22,85,107
11/22/2017,UTA,UTA43061,TRUE,CHI,CHI43061,11,2017,19,1,0,1,30,1,110,40,86,14,35,16,19,8,45,23,10,5,7,15,8,16,20,78,80
11/25/2017,UTA,UTA43064,TRUE,MIL,MIL43064,11,2017,20,1,0,0,13,1,121,46,81,18,32,11,19,5,30,31,8,2,10,19,8,16,23,77,108
11/28/2017,UTA,UTA43067,TRUE,DEN,DEN43067,11,2017,21,1,0,0,29,1,106,42,87,14,32,8,9,9,43,24,7,6,11,20,12,17,16,78,77
11/30/2017,UTA,UTA43069,TRUE,LAC,LAC43069,11,2017,22,0,0,0,19,1,126,49,85,17,35,11,14,10,33,38,13,2,13,20,10,19,30,70,107
12/1/2017,UTA,UTA43070,TRUE,NOP,NOP43070,12,2017,23,1,1,0,6,1,114,42,85,12,30,18,25,8,46,25,7,3,7,15,6,10,15,87,108
12/4/2017,UTA,UTA43073,TRUE,WAS,WAS43073,12,2017,24,1,0,0,47,1,116,43,76,16,34,14,18,10,52,29,9,3,16,20,12,13,23,80,69
12/5/2017,UTA,UTA43074,TRUE,OKC,OKC43074,12,2017,25,0,1,0,-6,0,94,34,79,11,33,15,21,9,35,18,16,5,16,21,12,18,26,81,100
12/7/2017,UTA,UTA43076,TRUE,HOU,HOU43076,12,2017,26,1,0,0,-11,0,101,34,77,11,30,22,27,4,32,17,10,5,13,21,8,17,24,81,112
12/9/2017,UTA,UTA43078,TRUE,MIL,MIL43078,12,2017,27,0,0,1,-17,0,100,33,76,8,23,26,37,9,35,20,7,3,16,23,8,11,26,81,117
12/13/2017,UTA,UTA43082,TRUE,CHI,CHI43082,12,2017,28,0,0,0,-3,0,100,42,91,9,30,7,7,5,48,24,3,8,16,19,9,9,21,93,103
12/15/2017,UTA,UTA43084,TRUE,BOS,BOS43084,12,2017,29,0,0,0,12,1,107,40,83,13,25,14,18,9,55,19,6,2,15,20,2,8,19,86,95
12/16/2017,UTA,UTA43085,TRUE,CLE,CLE43085,12,2017,30,0,1,0,-9,0,100,37,81,17,34,9,14,11,38,24,9,7,12,14,8,12,17,79,109
12/18/2017,UTA,UTA43087,TRUE,HOU,HOU43087,12,2017,31,0,0,0,-21,0,99,42,91,8,27,7,8,5,32,17,12,1,6,22,12,14,27,77,120
12/20/2017,UTA,UTA43089,TRUE,OKC,OKC43089,12,2017,32,0,0,0,-28,0,79,26,73,7,31,20,27,11,39,13,6,3,18,15,8,13,22,77,107
12/21/2017,UTA,UTA43090,TRUE,SAS,SAS43090,12,2017,33,1,1,1,11,1,100,34,74,12,26,20,24,5,41,18,7,4,12,18,5,14,16,78,89
12/23/2017,UTA,UTA43092,TRUE,OKC,OKC43092,12,2017,34,1,0,1,-14,0,89,33,72,6,26,17,20,6,37,16,3,2,12,13,15,7,16,88,103
12/26/2017,UTA,UTA43095,TRUE,DEN,DEN43095,12,2017,35,0,0,0,-24,0,83,27,84,10,35,19,23,12,42,19,7,0,7,22,10,9,22,81,107
12/27/2017,UTA,UTA43096,TRUE,GSW,GSW43096,12,2017,36,0,1,0,-25,0,101,37,92,6,23,21,27,10,43,21,10,2,13,22,4,16,17,86,126
12/30/2017,UTA,UTA43099,TRUE,CLE,CLE43099,12,2017,37,1,0,0,3,1,104,38,82,10,31,18,21,5,43,24,12,4,11,24,9,15,26,81,101
1/3/2018,UTA,UTA43103,TRUE,NOP,NOP43103,1,2018,38,1,0,0,-10,0,98,38,84,7,32,15,17,6,36,23,12,1,14,21,7,20,12,82,108
1/5/2018,UTA,UTA43105,TRUE,DEN,DEN43105,1,2018,39,0,0,0,-8,0,91,38,84,12,33,3,6,8,53,26,7,5,17,16,4,10,16,86,99
1/7/2018,UTA,UTA43107,TRUE,MIA,MIA43107,1,2018,40,0,0,0,-1,0,102,37,82,10,32,18,20,8,44,15,6,5,11,18,8,8,20,83,103
1/10/2018,UTA,UTA43110,TRUE,WAS,WAS43110,1,2018,41,0,0,0,3,1,107,43,92,11,33,10,13,11,39,23,15,3,12,17,9,23,16,78,104
1/12/2018,UTA,UTA43112,TRUE,CHO,CHO43112,1,2018,42,0,0,0,-11,0,88,28,77,12,35,20,23,8,45,19,5,8,14,26,8,12,34,78,99
1/15/2018,UTA,UTA43115,TRUE,IND,IND43115,1,2018,43,1,0,1,-15,0,94,36,81,9,33,13,17,9,38,11,11,7,13,12,8,14,15,77,109
1/17/2018,UTA,UTA43117,TRUE,SAC,SAC43117,1,2018,44,0,0,0,15,1,120,46,81,12,29,16,20,6,29,26,15,4,10,20,8,19,20,72,105
1/19/2018,UTA,UTA43119,TRUE,NYK,NYK43119,1,2018,45,1,0,0,-2,0,115,42,91,11,31,20,30,15,52,19,4,6,17,20,7,12,23,89,117
1/20/2018,UTA,UTA43120,TRUE,LAC,LAC43120,1,2018,46,1,1,0,12,1,125,45,82,11,28,24,32,11,56,21,9,3,20,29,7,14,38,82,113
1/22/2018,UTA,UTA43122,TRUE,ATL,ATL43122,1,2018,47,0,0,0,-14,0,90,33,76,4,15,20,28,7,39,20,8,6,16,15,10,17,12,83,104
1/24/2018,UTA,UTA43124,TRUE,DET,DET43124,1,2018,48,0,0,0,3,1,98,38,96,10,31,12,16,9,44,24,11,9,14,15,15,19,18,97,95
1/26/2018,UTA,UTA43126,TRUE,TOR,TOR43126,1,2018,49,0,0,0,4,1,97,36,87,10,21,15,21,10,47,20,7,5,13,16,16,11,17,95,93
1/30/2018,UTA,UTA43130,TRUE,GSW,GSW43130,1,2018,50,1,0,0,30,1,129,53,91,14,28,9,14,7,42,25,16,3,11,22,11,19,21,85,99
2/2/2018,UTA,UTA43133,TRUE,PHO,PHO43133,2,2018,51,0,0,0,32,1,129,51,90,15,29,12,17,9,51,30,7,6,11,21,6,12,19,87,97
2/3/2018,UTA,UTA43134,TRUE,SAS,SAS43134,2,2018,52,0,1,0,9,1,120,39,69,12,23,30,36,5,37,26,6,5,17,19,11,12,18,91,111
2/5/2018,UTA,UTA43136,TRUE,NOP,NOP43136,2,2018,53,0,0,0,24,1,133,52,89,14,21,15,17,9,45,29,6,5,13,18,6,14,13,93,109
2/7/2018,UTA,UTA43138,TRUE,MEM,MEM43138,2,2018,54,0,0,1,4,1,92,29,69,6,22,28,33,9,43,14,6,4,19,16,9,15,16,81,88
2/9/2018,UTA,UTA43140,TRUE,CHO,CHO43140,2,2018,55,1,0,1,12,1,106,41,84,10,29,14,17,7,49,29,5,7,12,17,5,7,19,85,94
2/11/2018,UTA,UTA43142,TRUE,POR,POR43142,2,2018,56,0,0,0,19,1,115,41,88,13,26,20,22,16,58,23,8,4,13,22,6,13,25,81,96
2/12/2018,UTA,UTA43143,TRUE,SAS,SAS43143,2,2018,57,1,1,0,2,1,101,35,84,11,24,20,30,9,43,15,7,5,9,24,8,11,25,85,99
2/14/2018,UTA,UTA43145,TRUE,PHO,PHO43145,2,2018,58,1,0,0,10,1,107,39,92,10,34,19,22,14,54,22,6,3,8,17,5,12,24,79,97
2/23/2018,UTA,UTA43154,TRUE,POR,POR43154,2,2018,59,1,0,0,-19,0,81,33,78,6,25,9,11,8,43,15,7,6,19,13,6,12,14,87,100
2/24/2018,UTA,UTA43155,TRUE,DAL,DAL43155,2,2018,60,1,1,1,7,1,97,34,85,9,32,20,26,9,44,26,6,3,11,19,5,15,14,83,90
2/26/2018,UTA,UTA43157,TRUE,HOU,HOU43157,2,2018,61,1,0,1,-11,0,85,31,71,7,29,16,22,7,39,21,6,4,22,19,9,15,25,79,96
3/2/2018,UTA,UTA43161,TRUE,MIN,MIN43161,3,2018,62,1,0,1,8,1,116,40,78,9,29,27,35,11,45,21,7,5,18,21,2,12,31,74,108
3/3/2018,UTA,UTA43162,TRUE,SAC,SAC43162,3,2018,63,0,1,0,7,1,98,34,82,11,32,19,29,11,52,20,9,7,13,19,11,13,17,89,91
3/5/2018,UTA,UTA43164,TRUE,ORL,ORL43164,3,2018,64,1,0,0,14,1,94,36,73,10,31,12,18,6,48,23,8,7,15,22,6,14,14,85,80
3/7/2018,UTA,UTA43166,TRUE,IND,IND43166,3,2018,65,0,0,0,20,1,104,41,80,11,31,11,16,7,42,30,9,5,12,18,14,12,17,88,84
3/9/2018,UTA,UTA43168,TRUE,MEM,MEM43168,3,2018,66,0,0,0,17,1,95,33,74,13,32,16,22,8,48,26,10,8,17,17,10,15,14,83,78
3/11/2018,UTA,UTA43170,TRUE,NOP,NOP43170,3,2018,67,0,0,0,17,1,116,40,96,12,32,24,25,17,55,24,4,3,15,20,10,13,13,93,99
3/13/2018,UTA,UTA43172,TRUE,DET,DET43172,3,2018,68,1,0,0,31,1,110,42,76,13,34,13,23,11,52,29,10,5,22,22,8,17,19,80,79
3/15/2018,UTA,UTA43174,TRUE,PHO,PHO43174,3,2018,69,1,0,0,28,1,116,42,97,12,36,20,32,14,53,29,12,8,7,20,9,22,24,83,88
3/17/2018,UTA,UTA43176,TRUE,SAC,SAC43176,3,2018,70,1,0,1,6,1,103,33,74,6,24,31,38,8,48,21,8,8,15,13,3,13,14,86,97
3/20/2018,UTA,UTA43179,TRUE,ATL,ATL43179,3,2018,71,1,0,0,-5,0,94,33,89,6,34,22,25,12,51,16,8,8,16,22,11,13,19,94,99
3/22/2018,UTA,UTA43181,TRUE,DAL,DAL43181,3,2018,72,0,0,0,7,1,119,46,87,12,29,15,16,8,39,32,11,6,11,19,8,14,14,85,112
3/23/2018,UTA,UTA43182,TRUE,SAS,SAS43182,3,2018,73,0,1,0,-4,0,120,43,88,11,28,23,29,5,34,24,10,3,15,23,11,13,27,92,124
3/25/2018,UTA,UTA43184,TRUE,GSW,GSW43184,3,2018,74,0,0,0,19,1,110,42,87,12,28,14,18,11,47,27,6,8,14,16,14,11,10,91,91
3/28/2018,UTA,UTA43187,TRUE,BOS,BOS43187,3,2018,75,1,0,0,-3,0,94,34,82,9,33,17,21,12,45,25,7,6,16,18,11,16,20,79,97
3/30/2018,UTA,UTA43189,TRUE,MEM,MEM43189,3,2018,76,1,0,0,10,1,107,40,74,12,31,15,26,7,38,24,7,5,15,19,7,13,15,81,97
4/1/2018,UTA,UTA43191,TRUE,MIN,MIN43191,4,2018,77,0,0,0,24,1,121,46,76,11,28,18,25,6,45,29,8,7,16,19,7,12,14,90,97
4/3/2018,UTA,UTA43193,TRUE,LAL,LAL43193,4,2018,78,1,0,0,7,1,117,43,89,14,33,17,27,14,47,29,10,5,14,22,7,16,36,74,110
4/5/2018,UTA,UTA43195,TRUE,LAC,LAC43195,4,2018,79,1,0,0,22,1,117,44,83,10,27,19,28,10,38,27,7,8,9,22,11,16,28,79,95
4/8/2018,UTA,UTA43198,TRUE,LAL,LAL43198,4,2018,80,0,0,0,15,1,112,42,83,13,36,15,22,7,45,35,8,4,18,24,12,12,22,93,97
4/10/2018,UTA,UTA43200,TRUE,GSW,GSW43200,4,2018,81,1,0,0,40,1,119,48,90,13,35,10,13,12,54,25,10,6,15,20,9,15,16,86,79
4/11/2018,UTA,UTA43201,TRUE,POR,POR43201,4,2018,82,0,1,0,-9,0,93,33,89,8,23,19,24,14,53,18,5,7,14,19,7,10,16,89,102
10/29/2014,WAS,WAS41941,,MIA,MIA41941,10,2014,1,0,0,0,-12,0,95,36,75,6,19,17,24,7,36,20,7,2,14,20,12,14,23,81,107
10/30/2014,WAS,WAS41942,,ORL,ORL41942,10,2014,2,0,1,0,7,1,105,39,80,7,13,20,26,6,37,22,10,0,12,25,3,18,24,72,98
11/1/2014,WAS,WAS41944,,MIL,MIL41944,11,2014,3,1,0,1,11,1,108,40,73,4,13,24,33,6,34,28,18,5,19,21,16,27,24,80,97
11/4/2014,WAS,WAS41947,,NYK,NYK41947,11,2014,4,0,0,0,15,1,98,39,80,8,18,12,19,10,41,26,8,4,12,25,15,18,19,81,83
11/5/2014,WAS,WAS41948,,IND,IND41948,11,2014,5,1,1,1,2,1,96,34,91,7,17,21,23,7,43,24,7,7,12,22,14,18,20,90,94
11/7/2014,WAS,WAS41950,,TOR,TOR41950,11,2014,6,0,0,0,-19,0,84,30,83,3,19,21,32,16,50,19,7,5,13,29,10,13,31,80,103
11/8/2014,WAS,WAS41951,,IND,IND41951,11,2014,7,0,1,1,7,1,97,39,81,2,11,17,23,13,49,23,8,4,14,25,8,18,25,77,90
11/12/2014,WAS,WAS41955,,DET,DET41955,11,2014,8,1,0,0,4,1,107,40,83,3,11,24,33,11,46,27,10,6,11,22,7,13,22,81,103
11/15/2014,WAS,WAS41958,,ORL,ORL41958,11,2014,9,1,0,1,5,1,98,42,84,3,10,11,16,9,40,31,5,8,11,16,9,15,18,78,93
11/19/2014,WAS,WAS41962,,DAL,DAL41962,11,2014,10,1,0,0,-3,0,102,37,84,10,22,18,21,9,42,25,8,3,13,27,10,12,29,82,105
11/21/2014,WAS,WAS41964,TRUE,CLE,CLE41964,11,2014,11,1,0,0,13,1,91,41,84,4,10,5,9,10,45,24,10,5,17,21,9,19,23,75,78
11/22/2014,WAS,WAS41965,TRUE,MIL,MIL41965,11,2014,12,0,1,1,11,1,111,43,93,8,18,17,22,20,53,27,7,6,14,24,8,14,26,84,100
11/25/2014,WAS,WAS41968,TRUE,ATL,ATL41968,11,2014,13,1,0,0,-4,0,102,36,84,9,20,21,29,16,47,25,2,3,20,25,12,10,34,85,106
11/26/2014,WAS,WAS41969,TRUE,CLE,CLE41969,11,2014,14,0,1,0,-26,0,87,33,71,5,13,16,22,7,26,24,5,5,18,28,7,9,38,74,113
11/29/2014,WAS,WAS41972,TRUE,NOP,NOP41972,11,2014,15,1,0,1,3,1,83,35,76,5,12,8,12,12,46,21,9,9,14,18,13,12,21,81,80
12/1/2014,WAS,WAS41974,TRUE,MIA,MIA41974,12,2014,16,1,0,1,21,1,107,39,72,10,19,19,24,7,42,29,7,3,12,23,7,11,30,72,86
12/3/2014,WAS,WAS41976,TRUE,LAL,LAL41976,12,2014,17,1,0,1,16,1,111,45,93,6,19,15,19,12,53,33,6,3,11,15,9,13,21,85,95
12/5/2014,WAS,WAS41978,TRUE,DEN,DEN41978,12,2014,18,1,0,0,30,1,119,45,85,7,20,22,27,14,52,35,12,11,15,20,10,19,30,82,89
12/7/2014,WAS,WAS41980,TRUE,BOS,BOS41980,12,2014,19,0,0,0,-8,0,93,34,93,11,27,14,21,16,52,21,5,8,19,20,9,15,26,88,101
12/8/2014,WAS,WAS41981,TRUE,BOS,BOS41981,12,2014,20,1,1,1,1,1,133,49,94,7,16,28,34,11,49,32,10,3,23,26,14,17,32,102,132
12/10/2014,WAS,WAS41983,TRUE,ORL,ORL41983,12,2014,21,0,0,0,2,1,91,41,81,5,12,4,9,8,41,26,5,5,9,13,8,8,9,84,89
12/12/2014,WAS,WAS41985,TRUE,LAC,LAC41985,12,2014,22,1,0,0,8,1,104,39,80,9,16,17,21,9,37,28,10,6,14,25,12,18,31,75,96
12/14/2014,WAS,WAS41987,TRUE,UTA,UTA41987,12,2014,23,1,0,0,9,1,93,41,84,4,13,7,12,10,41,20,11,9,15,21,12,17,28,78,84
12/16/2014,WAS,WAS41989,TRUE,MIN,MIN41989,12,2014,24,1,0,0,14,1,109,43,86,10,17,13,18,10,46,29,7,8,10,25,11,9,35,81,95
12/19/2014,WAS,WAS41992,TRUE,MIA,MIA41992,12,2014,25,0,0,0,2,1,105,39,79,3,14,24,33,13,36,24,6,3,9,17,5,15,19,75,103
12/21/2014,WAS,WAS41994,TRUE,PHO,PHO41994,12,2014,26,1,0,1,-12,0,92,34,83,3,14,21,29,15,42,11,11,4,11,23,12,17,25,78,104
12/23/2014,WAS,WAS41996,TRUE,CHI,CHI41996,12,2014,27,1,0,1,-8,0,91,38,89,5,9,10,16,7,41,21,7,5,8,17,8,10,24,85,99
12/25/2014,WAS,WAS41998,TRUE,NYK,NYK41998,12,2014,28,0,0,0,11,1,102,44,86,7,16,7,10,13,45,25,4,3,10,20,6,7,19,80,91
12/27/2014,WAS,WAS42000,TRUE,BOS,BOS42000,12,2014,29,1,0,1,13,1,101,45,90,5,13,6,10,9,48,28,11,4,18,24,8,18,24,79,88
12/29/2014,WAS,WAS42002,TRUE,HOU,HOU42002,12,2014,30,0,0,1,1,1,104,35,73,8,18,26,28,6,35,21,11,4,18,21,12,18,23,86,103
12/30/2014,WAS,WAS42003,TRUE,DAL,DAL42003,12,2014,31,0,1,0,-27,0,87,33,74,4,12,17,27,10,48,22,5,3,22,26,3,7,29,82,114
1/2/2015,WAS,WAS42006,TRUE,OKC,OKC42006,1,2015,32,0,0,0,-7,0,102,39,84,11,21,13,15,8,39,27,3,1,15,19,6,10,19,83,109
1/3/2015,WAS,WAS42007,TRUE,SAS,SAS42007,1,2015,33,0,1,0,-9,0,92,40,82,4,14,8,13,9,31,23,6,6,6,18,9,10,18,78,101
1/5/2015,WAS,WAS42009,TRUE,NOP,NOP42009,1,2015,34,0,0,0,7,1,92,38,79,2,10,14,17,11,40,23,10,7,10,15,10,18,17,74,85
1/7/2015,WAS,WAS42011,TRUE,NYK,NYK42011,1,2015,35,1,0,0,10,1,101,39,76,8,16,15,21,9,44,28,9,4,16,13,10,15,16,82,91
1/9/2015,WAS,WAS42013,TRUE,CHI,CHI42013,1,2015,36,1,0,0,16,1,102,41,86,8,15,12,19,12,48,27,9,7,13,18,11,16,19,83,86
1/11/2015,WAS,WAS42015,TRUE,ATL,ATL42015,1,2015,37,0,0,0,-31,0,89,36,76,5,20,12,15,8,39,25,5,7,19,16,13,8,24,89,120
1/13/2015,WAS,WAS42017,TRUE,SAS,SAS42017,1,2015,38,1,0,0,8,1,101,37,75,6,12,21,24,8,48,20,4,7,15,14,8,7,12,96,93
1/14/2015,WAS,WAS42018,TRUE,CHI,CHI42018,1,2015,39,0,1,0,6,1,105,40,78,5,15,20,25,10,43,29,4,4,15,24,8,12,24,79,99
1/16/2015,WAS,WAS42020,TRUE,BRK,BRK42020,1,2015,40,1,0,0,-22,0,80,31,73,4,17,14,16,8,37,23,6,5,19,26,8,10,31,81,102
1/17/2015,WAS,WAS42021,TRUE,BRK,BRK42021,1,2015,41,0,1,1,9,1,99,40,77,5,16,14,27,13,49,23,7,5,13,15,11,10,18,82,90
1/19/2015,WAS,WAS42023,TRUE,PHI,PHI42023,1,2015,42,1,0,0,35,1,111,45,81,7,13,14,18,13,53,26,8,5,22,22,10,16,23,85,76
1/21/2015,WAS,WAS42025,TRUE,OKC,OKC42025,1,2015,43,1,0,1,-2,0,103,38,100,7,30,20,26,13,58,23,8,3,9,20,11,10,23,102,105
1/24/2015,WAS,WAS42028,TRUE,POR,POR42028,1,2015,44,0,0,0,-7,0,96,40,82,5,15,11,14,2,41,24,8,3,12,19,8,12,20,87,103
1/25/2015,WAS,WAS42029,TRUE,DEN,DEN42029,1,2015,45,0,1,0,2,1,117,48,90,4,14,17,23,10,50,29,5,2,17,27,14,9,28,101,115
1/27/2015,WAS,WAS42031,TRUE,LAL,LAL42031,1,2015,46,0,0,0,6,1,98,38,78,4,16,18,27,9,51,19,8,2,16,18,8,11,16,87,92
1/28/2015,WAS,WAS42032,TRUE,PHO,PHO42032,1,2015,47,0,1,0,-8,0,98,37,88,8,18,16,23,15,50,13,2,3,13,16,7,9,18,88,106
1/31/2015,WAS,WAS42035,TRUE,TOR,TOR42035,1,2015,48,1,0,1,-4,0,116,37,79,10,24,32,41,12,40,26,8,6,22,24,6,13,30,88,120
2/2/2015,WAS,WAS42037,TRUE,CHO,CHO42037,2,2015,49,1,0,0,-4,0,88,33,81,6,15,16,19,10,43,19,7,3,12,23,6,11,19,79,92
2/4/2015,WAS,WAS42039,TRUE,ATL,ATL42039,2,2015,50,0,0,0,-9,0,96,34,77,4,16,24,30,5,41,19,7,2,12,24,9,14,27,80,105
2/5/2015,WAS,WAS42040,TRUE,CHO,CHO42040,2,2015,51,0,1,0,-7,0,87,35,84,5,10,12,17,9,37,20,2,5,12,26,12,14,27,76,94
2/7/2015,WAS,WAS42042,TRUE,BRK,BRK42042,2,2015,52,1,0,1,37,1,114,44,87,9,20,17,23,16,51,31,9,3,14,24,13,15,31,77,77
2/9/2015,WAS,WAS42044,TRUE,ORL,ORL42044,2,2015,53,1,0,1,16,1,96,33,77,7,25,23,27,13,53,25,7,3,20,14,8,11,15,83,80
2/11/2015,WAS,WAS42046,TRUE,TOR,TOR42046,2,2015,54,0,0,0,-2,0,93,39,85,5,21,10,16,15,50,25,7,6,16,15,9,13,26,76,95
2/20/2015,WAS,WAS42055,TRUE,CLE,CLE42055,2,2015,55,1,0,0,-38,0,89,38,86,1,16,12,16,12,43,22,7,7,17,23,10,10,28,90,127
2/22/2015,WAS,WAS42057,TRUE,DET,DET42057,2,2015,56,0,0,0,-17,0,89,37,85,6,17,9,14,11,43,28,4,2,12,22,17,12,25,89,106
2/24/2015,WAS,WAS42059,TRUE,GSW,GSW42059,2,2015,57,1,0,0,-7,0,107,42,79,5,18,18,21,9,45,23,4,4,26,20,4,9,17,90,114
2/25/2015,WAS,WAS42060,TRUE,MIN,MIN42060,2,2015,58,0,1,0,-20,0,77,33,87,4,18,7,8,10,43,21,5,3,19,27,10,16,28,81,97
2/27/2015,WAS,WAS42062,TRUE,PHI,PHI42062,2,2015,59,0,0,0,-8,0,81,30,93,4,17,17,22,13,51,20,4,5,13,25,12,15,34,80,89
2/28/2015,WAS,WAS42063,TRUE,DET,DET42063,2,2015,60,1,1,1,4,1,99,37,78,7,20,18,25,12,43,21,14,2,12,16,9,17,21,79,95
3/3/2015,WAS,WAS42066,TRUE,CHI,CHI42066,3,2015,61,0,0,0,-5,0,92,35,84,8,22,14,19,10,39,23,10,11,11,23,10,16,30,78,97
3/6/2015,WAS,WAS42069,TRUE,MIA,MIA42069,3,2015,62,1,0,0,2,1,99,38,82,7,23,16,18,10,43,24,6,4,15,21,8,14,19,79,97
3/7/2015,WAS,WAS42070,TRUE,MIL,MIL42070,3,2015,63,0,1,0,-6,0,85,31,81,9,28,14,22,14,49,19,9,3,17,19,10,16,15,78,91
3/9/2015,WAS,WAS42072,TRUE,CHO,CHO42072,3,2015,64,0,0,1,26,1,95,44,85,2,14,5,5,8,49,21,10,4,13,19,8,15,20,77,69
3/12/2015,WAS,WAS42075,TRUE,MEM,MEM42075,3,2015,65,1,0,1,20,1,107,40,80,5,17,22,31,10,42,25,11,5,13,24,14,21,30,80,87
3/14/2015,WAS,WAS42077,TRUE,SAC,SAC42077,3,2015,66,1,0,1,16,1,113,43,81,13,26,14,17,9,41,28,8,6,13,25,11,16,28,77,97
3/16/2015,WAS,WAS42079,TRUE,POR,POR42079,3,2015,67,1,0,1,8,1,105,41,82,7,12,16,26,6,43,25,5,4,6,17,14,10,20,89,97
3/18/2015,WAS,WAS42081,TRUE,UTA,UTA42081,3,2015,68,0,0,0,4,1,88,33,63,6,11,16,23,6,41,16,4,3,21,21,14,9,24,82,84
3/20/2015,WAS,WAS42083,TRUE,LAC,LAC42083,3,2015,69,0,0,0,-14,0,99,37,86,6,19,19,23,8,36,27,6,2,9,16,8,14,17,86,113
3/22/2015,WAS,WAS42085,TRUE,SAC,SAC42085,3,2015,70,0,0,0,-23,0,86,35,87,3,17,13,18,16,44,21,7,3,16,18,4,16,23,79,109
3/23/2015,WAS,WAS42086,TRUE,GSW,GSW42086,3,2015,71,0,1,0,-31,0,76,27,81,3,11,19,26,5,38,15,5,2,11,15,19,11,21,95,107
3/25/2015,WAS,WAS42088,TRUE,IND,IND42088,3,2015,72,1,0,0,-2,0,101,33,75,5,14,30,38,6,46,13,6,4,10,23,9,10,28,85,103
3/27/2015,WAS,WAS42090,TRUE,CHO,CHO42090,3,2015,73,1,0,0,3,1,110,44,113,9,25,13,22,17,72,25,9,9,16,26,10,11,35,104,107
3/29/2015,WAS,WAS42092,TRUE,HOU,HOU42092,3,2015,74,1,0,0,-8,0,91,29,75,4,15,29,37,11,43,17,14,5,17,22,16,19,33,80,99
4/1/2015,WAS,WAS42095,TRUE,PHI,PHI42095,4,2015,75,1,0,0,13,1,106,44,76,4,12,14,22,9,47,33,7,4,16,20,11,11,17,91,93
4/3/2015,WAS,WAS42097,TRUE,NYK,NYK42097,4,2015,76,1,0,0,14,1,101,43,93,7,16,8,12,12,48,32,8,8,11,17,9,11,20,84,87
4/4/2015,WAS,WAS42098,TRUE,MEM,MEM42098,4,2015,77,0,1,1,9,1,92,38,79,8,22,8,10,6,40,24,9,0,15,18,9,15,18,81,83
4/8/2015,WAS,WAS42102,TRUE,PHI,PHI42102,4,2015,78,0,0,0,29,1,119,47,72,8,15,17,23,6,45,35,4,8,14,21,17,8,27,89,90
4/10/2015,WAS,WAS42104,TRUE,BRK,BRK42104,4,2015,79,0,0,0,-37,0,80,32,82,5,15,11,17,17,50,23,3,4,17,21,12,6,23,89,117
4/12/2015,WAS,WAS42106,TRUE,ATL,ATL42106,4,2015,80,1,0,0,9,1,108,39,85,9,21,21,27,14,51,22,8,6,19,19,7,11,24,87,99
4/14/2015,WAS,WAS42108,TRUE,IND,IND42108,4,2015,81,0,0,0,-4,0,95,37,104,7,24,14,17,13,59,22,8,2,11,22,14,13,17,105,99
4/15/2015,WAS,WAS42109,TRUE,CLE,CLE42109,4,2015,82,0,1,0,-5,0,108,42,97,8,22,16,21,15,50,26,8,5,13,13,11,16,17,91,113
10/28/2015,WAS,WAS42305,,ORL,ORL42305,10,2015,1,0,0,0,1,1,88,33,84,7,28,15,25,15,49,17,8,9,17,14,17,14,12,100,87
10/30/2015,WAS,WAS42307,,MIL,MIL42307,10,2015,2,0,0,0,5,1,118,35,68,12,21,36,44,8,37,25,7,5,21,20,6,16,28,82,113
10/31/2015,WAS,WAS42308,,NYK,NYK42308,10,2015,3,1,1,0,-7,0,110,38,90,6,22,28,33,11,43,17,9,3,17,32,9,18,32,86,117
